北京	国网北京市电力公司
永州	江华瑶族自治县自来水
永州	江永县城乡供水有限公司
永州	祁阳市自来水有限责任公司
永州	祁阳碧水源水务有限公司
永州	蓝山县自来水公司
永州	道县自来水有限责任公司
永州	零陵自来水
怀化	中方县鸿源自来水有限责任公司
怀化	会同县供水
怀化	怀化市洪江区自来水有限责任公司
怀化	怀化市自来水有限公司
怀化	沅陵县自来水有限公司
怀化	洪江市供水有限公司
怀化	洪江市安江自来水公司
怀化	芷江侗族自治县自来水
怀化	通道侗族自治县自来水公司
怀化	靖州苗族侗族自治县自来水公司
怀化	麻阳长河农村供水有限责任公司
娄底	冷水江市骏马自来水有限责任公司
娄底	双峰县自来水公司
娄底	安平镇自来水
娄底	新化北控水务有限公司
娄底	桥头河石狗自来水
娄底	涟源市株木自来水有限公司
娄底	涟源市桥头河镇城建供水站
娄底	涟源市自来水公司
广州	增城新和自来水有限公司
广州	广州从化自来水有限公司
广州	广州南沙粤海水务有限公司
广州	广州市增城自来水有限公司
广州	广州市穗云自来水有限公司
广州	广州市自来水有限公司
广州	广州新泉自来水有限公司
韶关	乐昌市自来水有限公司
韶关	始兴县供水公司水费（马市镇）
韶关	始兴县供水有限责任公司水费
韶关	广东仁化银龙供水有限公司
韶关	韶关市水务投资集团有限公司
深圳	深圳市大工业区水务有限公司
深圳	深圳市大鹏新区环水水务有限公司
深圳	深圳市布吉供水有限公司
深圳	深圳市水务集团（原特区内）
深圳	深圳市深水龙岗水务集团有限公司
深圳	深圳水务集团（银行代缴）
珠海	珠海市供水有限公司
汕头	汕头市澄海区益民水务有限公司
汕头	汕头市粤海水务有限公司
汕头	汕头市粤海水务有限公司（银行代缴）
佛山	瀚蓝供水（南海）
佛山	佛山市禅城区供水有限公司
佛山	佛山市金沙佛水供水有限公司
佛山	佛山市顺德区供水有限公司
佛山	佛山新城供水有限公司
佛山	佛山水业三水供水有限公司
佛山	佛山水业集团高明供水有限公司
江门	台山市自来水有限公司
江门	开平市龙胜自来水厂
江门	开平润福供水有限公司
江门	江门公用水务环境股份有限公司
江门	江门市滨江供水有限公司
江门	江门市睦州润源供水有限公司
湛江	廉江市自来水有限公司
湛江	湛江市坡头区福泽自来水有限公司
湛江	湛江市坡头自来水厂
湛江	湛江市粤海自来水有限公司
湛江	遂溪粤海水务有限公司
湛江	雷州市龙门镇自来水厂
茂名	信宜粤海水务有限公司
茂名	化州市塘岗岭自来水厂
茂名	茂名市电白区国丰自来水有限公司
茂名	茂名市电白区琅江自来水有限公司
茂名	茂名市电白区霞洞自来水有限公司
茂名	茂名市茂南区镇盛自来水厂
茂名	茂名粤海水务有限公司
茂名	高州粤海水务有限公司
肇庆	肇庆肇水水务发展（端州）
肇庆	肇庆肇水水务发展（四会）
肇庆	肇庆肇水水务发展（封开）
肇庆	肇庆肇水水务发展（广宁）
肇庆	肇庆肇水水务发展（鼎湖）
肇庆	肇庆高新区粤海水务有限公司
惠州	博罗县长盛水务有限公司罗阳分公司
惠州	惠东县安墩镇自来水厂
惠州	惠东县高潭五指嶂供水有限公司
惠州	惠州市东部供水有限公司
惠州	惠州市供水有限公司
惠州	惠州水务集团惠东水务有限公司
惠州	惠州水务集团惠阳水务有限公司
惠州	惠州水口思源自来水费
梅州	丰顺粤海水务有限公司
梅州	五华县华康供水有限公司
梅州	兴宁市齐昌供水有限公司
梅州	兴新供水
梅州	平远粤海水务有限公司
梅州	梅州市梅县区雁洋自来水有限公司
梅州	梅州粤海水务有限公司
梅州	龙村供水
汕尾	汕尾市红海湾供水有限公司
汕尾	汕尾粤海水务有限公司
汕尾	海丰县水务集团有限公司
汕尾	深圳市深汕特别合作区深水水务有限公司
汕尾	陆丰市双坑供水有限公司
汕尾	陆丰市河西自来水有限公司
汕尾	陆丰市自来水公司
汕尾	陆河县供水公司
河源	东源县城仙塘自来水厂
河源	河源市粤海水务有限公司
河源	河源市粤海水务有限公司东源分公司
河源	连平县忠信镇桥南岗自来水厂
河源	连平县自来水公司
阳江	豪江水务
阳江	阳春市公用水务有限公司
阳江	阳江市自来水有限公司
阳江	阳江市阳东漠江水务有限公司
阳江	阳西县丹江水务集团有限公司
清远	佛冈县三八自来水有限公司水费
清远	佛冈县光明公司（原佛冈供水）
清远	浸潭供水
清远	清远市供水拓展有限责任公司
清远	清远市清新区德源供水
清远	清远市清新区蒲坑自来水有限公司
清远	清远市龙塘粤海水务有限公司
清远	滨源供水
清远	英德市常青自来水有限公司
清远	英德市润泽自来水有限公司
清远	英德市金泰供水有限公司
东莞	东莞市水务环境投资控股集团供水有限公司
东莞	东莞市清溪粤海水务有限公司
东莞	东莞常平粤海水务有限公司
中山	中山公用水务投资有限公司
中山	中山坦洲自来水有限公司
中山	中山市小榄水务有限公司
中山	中山市新涌口粤海水务有限公司
中山	中山市横栏粤海水务有限公司
中山	中山翠亨新区水务有限公司
潮州	潮州市湘桥区铁铺自来水供应站
潮州	潮州市潮安区彩塘镇供水站
潮州	饶平粤海水务有限公司
揭阳	揭西粤海水务有限公司
揭阳	揭阳粤海水务有限公司
云浮	云安粤海城乡供水
云浮	云浮市粤海水务发展有限公司
云浮	云浮粤海水务有限公司
云浮	罗定粤海水务有限公司
南宁	上林县振林环保水务有限公司
南宁	宾阳县鲲鹏供水有限公司
南宁	广西农投水务廖平分公司
南宁	广西南宁北控水务有限公司
南宁	广西横州市东冠自来水有限公司
南宁	马山县绿源供水有限责任公司
南宁	广西绿城水务集团股份有限公司
柳州	三江侗族自治县农投供水有限公司
柳州	广西农投水务柳州分公司
柳州	柳州市自来水有限责任公司
柳州	融水苗族自治县自来水厂
桂林	兴安县自来水公司
桂林	恭城瑶族自治县自来水公司
桂林	桂林城乡环境水务有限公司
桂林	灌阳县水利供水有限公司
桂林	灵川县自来水公司
梧州	岑溪市水利供水有限公司
梧州	梧州粤海江河水务有限公司
梧州	苍梧县苍城水务有限公司
梧州	藤县水利供水有限公司
北海	北海市铁山港区南康自来水厂
北海	广西北海市供水有限责任公司
防城港	东兴市江平镇自来水厂
防城港	广西防城港北投水务有限公司
防城港	广西防城港北投环保水务有限公司
防城港	防城港市港口区民欣水务有限责任公司
钦州	广西钦州北投环保水务有限公司
钦州	灵山县易泽水务有限公司
钦州	钦州市开投水务有限公司
钦州	钦州市钦南区发投水务有限公司
钦州	钦州皇马水务有限公司
贵港	广西国宏智鸿水务有限公司
贵港	桂平市自来水厂
玉林	兴业县第一供水有限公司
玉林	北流市永安自来水有限公司
玉林	博白供水
玉林	广西容县桂侨供水有限责任公司
玉林	广西容县水利供水有限公司
玉林	玉林市玉州区寒山自来水厂
玉林	玉林市自来水有限公司
玉林	陆川县北部水务有限责任公司
玉林	陆川县南部水务有限责任公司
玉林	陆川县水利供水有限公司
百色	平果市鸿铝水务有限责任公司
百色	广西百色右江水务股份有限公司
百色	广西鹤城水务有限公司
百色	德保惠民水务
百色	田东县供水有限责任公司
百色	那坡县壮源水务有限公司
百色	靖西市祥瑞水务投资有限公司
贺州	富川瑶族自治县自来水厂
贺州	钟山县水利供水有限公司
河池	天峨县农投供水有限公司
河池	巴马瑶族自治县自来水有限责任公司
河池	广西南丹城乡水务有限公司
河池	广西大化北投环保水务有限公司
河池	都安瑶族自治县水利供水有限公司
来宾	来宾市自来水有限公司
来宾	象州县自来水公司有限责任公司
崇左	大新县水利供水有限公司
崇左	天等县水利供水有限公司
崇左	广西扶绥县自来水有限责任公司
崇左	龙州县水利供水有限公司
海口	海口开源水务有限公司
三亚	三亚环投清润供水有限公司
儋州	海南儋州粤海水务有限公司
儋州	海南儋州粤海自来水有限公司
成都	北控彭州自来水有限公司
成都	四川瑞云水务投资经营管理有限公司
成都	大邑县瑞云水务有限公司
成都	崇州市聚源供水有限责任公司
成都	崇州市自来水有限责任公司
成都	崇州首创水务有限公司
成都	彭州市生源供水管理有限公司
成都	成都兴蓉沱源自来水有限责任公司
成都	成都市中兴供水有限公司
成都	成都市岷江自来水厂
成都	成都市自来水有限责任公司
成都	成都市香源供水有限责任公司
成都	成都首创水务有限公司
成都	新津区花源自来水有限公司
成都	新津海天水务有限公司
成都	简阳海天水务有限公司
成都	都江堰岷江水务集团有限公司
成都	都江堰科技产业开发区自来水公司
成都	首创水务崇州分公司
自贡	富顺县富洲水务集团有限公司
自贡	自贡市源泉供水有限公司
自贡	自贡水务投资集团有限公司
自贡	荣县水务投资有限公司
攀枝花	攀枝花市水务（集团）有限公司
泸州	兴泸水务集团
泸州	叙永县春海供水有限公司
德阳	什邡国润供水有限公司
德阳	德阳市潺亭水务有限公司
德阳	德阳市自来水公司
德阳	生环水务(中江)有限公司
绵阳	梓潼县思源供水有限公司
绵阳	绵阳市昊池供水有限公司杨家水务分公司
绵阳	绵阳市水务（集团）有限公司
绵阳	绵阳市泉洲供水有限责任公司
绵阳	绵阳市泓泉水务有限责任公司
广元	旺苍县水务建设发展有限公司
广元	昭化区通达自来水有限责任公司
广元	朝天供水
广元	广元市国开水务有限公司
遂宁	遂宁发展水务投资有限公司
遂宁	遂宁市安居区润安供水有限公司
遂宁	遂宁市润生供水有限公司
遂宁	遂宁市鑫宇自来水有限公司
内江	兴泸水务集团
内江	内江市水务有限责任公司
内江	内江鑫亿水务有限责任公司
内江	威远县新店自来水厂
内江	资中县高楼集中供水站
内江	隆昌市泽源村镇供水有限公司
内江	隆昌市润泽水务有限公司
乐山	乐山市梓宇自来水有限公司
乐山	乐山市沙湾区华盈水务投资有限公司
乐山	乐山电力-自来水费
乐山	四川郡城水务集团有限公司（原犍为县江诚水务）
南充	南充市高坪区东观镇自来水厂
南充	南部县城乡水务有限公司
南充	南部福康供水有限责任公司
南充	营山县乡镇供水站
眉山	丹棱中车水务
眉山	四川顺源水务有限公司
眉山	眉山环天水务有限公司
眉山	青神川环水务有限公司
宜宾	宜宾市二次供水公司
宜宾	宜宾市南溪区供水排水有限公司
宜宾	宜宾市叙州区嘉润供水有限责任公司
宜宾	宜宾市叙州区岷泉供水有限责任公司
宜宾	宜宾市叙州区金泉供水有限责任公司
宜宾	宜宾市清源水务集团有限公司
宜宾	宜宾市翠屏区万淼水务有限责任公司
宜宾	宜宾翠旅投集团水务发展有限公司
宜宾	志鸿自来水有限责任公司
宜宾	筠连县自来水有限责任公司
广安	武胜县嘉陵水务服务有限公司
达州	达州水务集团
资阳	乐至海天水务有限公司
资阳	安岳县关刀桥自来水有限公司
资阳	资阳海天水务有限公司
资阳	四川安岳县柠都自来水
资阳	安岳县清源水务有限公司
贵阳	开阳县乡镇水务有限公司
贵阳	贵安新区城乡供水有限公司
贵阳	贵州水投水务集团修文有限公司
贵阳	贵州水投水务集团息烽有限公司
贵阳	贵州水投水务集团贵安新区有限公司
贵阳	贵州贵安水务有限公司
贵阳	贵阳北控水务有限责任公司
贵阳	贵阳市乌当区城乡水务发展有限公司
贵阳	贵阳市水务环境集团分质供水有限公司
贵阳	贵阳市水务环境集团有限公司
六盘水	六盘水市水城区供水有限公司
六盘水	盘州市东风自来水有限公司
六盘水	贵州水投水务盘州市有限责任公司
遵义	仁怀市水务供水有限责任公司
遵义	正安县水务投资有限责任公司
遵义	贵州水务赤水市有限公司
遵义	贵州水投水务习水集镇供水公司
遵义	贵州水投水务绥阳有限责任公司
遵义	贵州水投水务集团习水有限公司
遵义	贵州水投水务集团凤冈有限公司
遵义	贵州水投水务集团务川有限公司
遵义	贵州水投水务集团播州有限公司
遵义	道真供水公司
遵义	遵义市供水有限责任公司
遵义	遵义市播州区龙庆供水有限责任公司
遵义	遵义市新区供水有限责任公司
遵义	遵义湄潭供水有限责任公司
安顺	普定首创水务有限公司
安顺	贵州水投关岭水务有限责任公司
安顺	贵州水投水务集团平坝有限公司
安顺	镇宁布依族苗族自治县自来水有限责任公司
安顺	黄果树水务公司
毕节	纳雍泽泉水务有限公司
毕节	贵州毕节水务有限责任公司
毕节	贵州水投水务威宁乡镇供水公司
毕节	贵州水投水务集团大方有限公司
毕节	贵州水投水务集团威宁乡镇供水
毕节	贵州水投水务集团赫章有限公司
毕节	贵州水投水务集团金沙有限公司
毕节	金沙弘禹供水有限责任公司
铜仁	印江土家族苗族自治县供水有限公司
铜仁	思南县禹源供水有限责任公司
铜仁	江口县供水公司
铜仁	沿河土家族自治县供水公司
铜仁	石阡县城市供水有限公司
铜仁	贵州水务大龙有限公司
铜仁	贵州水投水务集团万山有限公司
铜仁	贵州水投水务集团松桃有限公司
铜仁	贵州水投水务集团碧江有限公司
昆明	寻甸回族彝族自治县自来水厂
昆明	昆明市晋宁区自来水有限责任公司
昆明	昆明水务集团（清源公司）
昆明	昆明水务集团（通用水务)
昆明	昆明粤海水务有限公司
昆明	昆明通用水务自来水有限公司（银行渠道）
昆明	石林县城市供水有限公司
曲靖	会泽县城乡供水总厂
曲靖	富源县自来水有限责任公司
曲靖	师宗自来水有限公司
曲靖	曲靖市水务投资有限公司
曲靖	曲靖泽沣水务有限公司
玉溪	峨山彝族自治县自来水有限责任公司
玉溪	峨山水投水务有限公司
玉溪	新平县水务产业投资开发有限公司
玉溪	易门清源自来水有限责任公司
玉溪	玉溪国润水务发展集团有限公司
玉溪	玉溪市江川区轩湖水务有限公司
玉溪	通海县自来水厂
昭通	巧家县供水有限责任公司
昭通	彝良县洛泽河镇自来水有限责任公司
昭通	昭通市靖桉水投水务产业有限公司
昭通	盐津明丰供水有限公司
昭通	绥江县自来水厂
昭通	镇雄县自来水有限公司
昭通	鲁甸县水投水务产业有限公司
丽江	丽江市水务集团有限公司
普洱	普洱市水务有限责任公司
普洱	西盟水务有限责任公司
拉萨	当雄县自来水有限责任公司
拉萨	拉萨市堆龙德庆区龙腾水务有限公司
拉萨	拉萨市自来水公司
林芝	察隅县自来水有限责任公司
林芝	朗县自来水有限公司
山南	山南市自来水总公司
铜川	铜川市自来水（集团）有限公司
铜川	陕西省水务集团宜君县供水有限公司
铜川	陕西铜川供水有限责任公司
宝鸡	凤县供水有限责任公司
宝鸡	宝鸡市自来水集团有限公司
宝鸡	宝鸡渭之水供水有限公司
宝鸡	眉县平阳自来水有限责任公司
宝鸡	陕西省水务发展集团麟游供水
咸阳	咸阳经开城乡供水有限公司
咸阳	咸阳自来水有限公司
咸阳	咸阳高新供水水费缴纳
咸阳	陕西水务发展集团武功县供水有限公
咸阳	陕西西咸新区水务集团有限公司
渭南	渭南市区供水有限公司
渭南	渭南市华州区自来水公司
渭南	渭南高新区水务投资发展有限公司
渭南	韩城市城市供水有限公司
延安	延安新区市政公司水务中心直饮水
延安	延安新区市政公司水务中心自来水
延安	延安水务环保集团宜川自来水有限公司
延安	延安水务环保集团自来水公司
延安	陕西省水务集团洛川县供水有限公司
延安	陕西省水务集团甘泉县水务有限公司
延安	黄龙县城乡供水公司
汉中	镇巴县自来水公司
汉中	陕西水务发展集团洋县供水有限公司
汉中	陕西省水务集团佛坪县供水有限公司
榆林	府谷县自来水公司
榆林	榆林市自来水公司
榆林	榆林高新区水务有限责任公司水费
榆林	神木市自来水有限责任公司
榆林	绥德县自来水公司
榆林	陕西省水务集团子洲县供水有限公司
安康	安康水务集团有限公司
安康	岚皋县自来水公司
安康	紫阳县水务集团有限公司
安康	陕西水务发展集团汉阴县供水有限公司
安康	陕西省水务集团恒口供水有限公司
商洛	山阳农村供水
商洛	洛南县自来水有限责任公司
商洛	镇安县自来水公司
商洛	陕西省水务集团丹凤县供水有限公司
兰州	兰州城市供水（集团）有限公司
兰州	甘肃融泽水务有限责任公司
嘉峪关	嘉峪关市益民通供水有限公司
金昌	金昌市城市公共供水有限责任公司
天水	天水市自来水有限责任公司
天水	武山县自来水有限公司
天水	甘肃水务甘谷供水有限责任公司
张掖	张掖市甘州区水务营管平台
平凉	甘肃源通城乡自来水水费
酒泉	酒泉畅通自来水有限公司
庆阳	正宁县供水有限责任公司
庆阳	镇原县农村供水有限公司
定西	定西水务城市供水有限公司
定西	渭源县农村供水
定西	漳县水务投资有限公司
定西	通渭县润襄水务有限公司
定西	陇西县首阳供水有限公司
陇南	宕昌县松润农村供水公司
陇南	徽县徽泰供水有限公司
陇南	文县泉江供水有限公司
陇南	西和县陇泽水务有限公司
海东	循化县自来水费
海东	民和县城乡供水有限公司
海东	海东市水务集团有限责任公司
银川	宁夏水投银川水务有限公司
银川	银川中铁水务集团有限公司
银川	银川中铁水务集团永宁供水有限公司
银川	银川中铁水务集团灵武供水有限公司
银川	银川中铁水务集团贺兰供水有限公司
中卫	宁夏水投中卫水务有限公司

上海	上海燃气有限公司
上海	上海大众燃气
上海	上海燃气有限公司（条形码）
上海	上海青浦燃气有限公司
上海	上海宝山燃气有限公司
上海	上海松江燃气有限公司
上海	上海海贤能源股份有限公司
上海	上海益流天然气销售有限公司
上海	上海青浦燃气有限公司（充值）
重庆	重庆燃气集团公司
重庆	神州能源集团股份有限公司
重庆	重庆万州燃气有限公司
重庆	重庆中民燃气有限公司
重庆	重庆中民燃气有限公司（物联网表）
重庆	重庆伟盛夔州燃气有限公司
重庆	重庆伟盛森宇燃气开发有限公司
重庆	重庆伟盛泽宇燃气开发有限公司
重庆	重庆伟盛燃气云阳分公司
重庆	重庆伟盛燃气南川分公司
重庆	重庆伟盛燃气垫江分公司
重庆	重庆伟盛燃气大渡口分公司
重庆	重庆伟盛燃气开发有限公司
重庆	重庆凯源石油天然气公司
重庆	重庆华邦燃气集团有限公司
重庆	重庆川友天然气有限公司
重庆	重庆川港燃气有限公司
重庆	重庆市众源天然气有限公司
重庆	重庆市武隆区民生燃气有限公司
重庆	重庆市永川区石油天然气安装工程有限公司
重庆	重庆市渝北区佳渝天然气有限公司
重庆	重庆市渝川燃气有限责任公司
重庆	重庆市铜梁区陆升天然气有限公司
重庆	重庆正能燃气有限责任公司
重庆	重庆永康燃气有限公司
重庆	重庆润民天然气有限责任公司
重庆	重庆潜能燃气股份有限公司
重庆	重庆神州天然气有限公司
重庆	重庆胜邦燃气有限公司
重庆	重庆胜邦燃气有限公司(物联网表)
重庆	重庆中燃城市燃气发展有限公司
石家庄	石家庄金明燃气有限公司
石家庄	(正定县域)河北潜能燃气股份有限公司
石家庄	元氏县元盛燃气有限公司
石家庄	晋州市建投燃气有限公司（卡表）
石家庄	晋州市建投燃气有限公司（普表）
石家庄	石家庄市捷诚天然气（远传表）
石家庄	石家庄建投天然气有限公司（卡表）
石家庄	石家庄建投天然气有限公司（普表）
石家庄	辛集市燃气公司
石家庄	石家庄空港天然气有限公司
石家庄	石家庄昆仑新奥燃气有限公司无极分公司
石家庄	石家庄昆仑新奥燃气有限公司行唐分公司
石家庄	石家庄昆仑新奥燃气有限公司辛集分公司
石家庄	石家庄昆仑新奥燃气有限公司灵寿分公司
石家庄	石家庄市鹿泉区昆仑新奥燃气有限公司
石家庄	石家庄昆仑新奥燃气有限公司晋州分公司
石家庄	昆仑新奥燃气发展有限公司
石家庄	石家庄新奥中泓燃气有限公司
石家庄	石家庄新奥燃气有限公司
石家庄	石家庄昆仑新奥燃气有限公司井陉分公司
石家庄	石家庄昆仑新奥燃气有限公司深泽分公司
石家庄	石家庄昆仑新奥燃气有限公司井陉矿区分公司
石家庄	石家庄新奥蓝天清洁能源有限公司无极分公司
石家庄	石家庄市鹿泉区新奥燃气有限公司
石家庄	高邑中燃能源发展有限公司
石家庄	鹿泉富新燃气有限公司
石家庄	石家庄市藁城区中燃翔科燃气有限公司
石家庄	石家庄中燃翔科燃气有限公司
石家庄	无极县中燃新能源开发有限公司
石家庄	元氏县中燃能源发展有限公司
石家庄	赵县中燃能源发展有限公司
石家庄	无极县中奥新能源有限公司
石家庄	石家庄新奥蓝天清洁能源有限公司赵县分公司
石家庄	平山新奥燃气有限公司
唐山	唐山市燃气集团有限公司
唐山	唐山市丰南区天达天然气有限公司
唐山	唐山泰达燃气有限公司
唐山	唐山滨海燃气有限公司
唐山	迁安华润燃气有限公司
唐山	迁西县天然气有限公司
唐山	滦州新奥清洁能源有限公司
唐山	乐亭中燃能源发展有限公司
唐山	乐亭中燃翔科燃气有限公司
唐山	唐山南堡中燃燃气有限公司
唐山	玉田中燃能源发展有限公司
唐山	唐山丰南新奥燃气有限公司
唐山	玉田新奥燃气有限公司
秦皇岛	华润燃气北戴河新区分公司
秦皇岛	华润燃气山海关分公司
秦皇岛	秦皇岛华润燃气北戴河分公司
秦皇岛	秦皇岛华润燃气有限公司
秦皇岛	秦皇岛聚能燃气有限公司
秦皇岛	秦皇岛中燃燃气有限公司
邯郸	临漳中裕燃气有限公司
邯郸	大名华润燃气有限公司
邯郸	武安华润燃气有限公司
邯郸	河北光祥燃气销售有限公司
邯郸	河北赵都天然气公司（卡表）
邯郸	河北赵都天然气公司（普表）
邯郸	河北赵都天然气肥乡分公司（卡表）
邯郸	河北赵都天然气肥乡分公司（普表）
邯郸	邯郸华润燃气有限公司
邯郸	邯郸华润燃气有限公司峰峰分公司
邯郸	邯郸市峰峰矿区华润燃气有限公司
邯郸	鸡泽中裕燃气有限公司
邯郸	磁县中燃能源发展有限公司
邯郸	大名县中燃能源发展有限公司
邯郸	馆陶县中燃能源发展有限公司
邯郸	广平中燃城市燃气发展有限公司
邯郸	邯郸市肥乡区中燃能源发展有限公司
邯郸	邯郸市中燃城市燃气发展有限公司
邯郸	鸡泽县中燃能源发展有限公司
邯郸	临漳县中燃能源发展有限公司
邯郸	邱县中燃能源发展有限公司
邯郸	曲周县中燃能源发展有限公司
邯郸	魏县中燃能源发展有限公司
邢台	临西县新能天然气工程公司（卡表）
邢台	临西县新能天然气工程公司（普表）
邢台	宁晋县中裕燃气有限公司
邢台	河北省天然气沙河分公司（卡表）
邢台	河北省天然气沙河分公司（普表）
邢台	清河县建投天然气有限公司（卡表）
邢台	清河县建投天然气有限公司（普表）
邢台	邢台中裕燃气有限公司
邢台	邢台天宏祥燃气有限公司（普表）
邢台	邢台燃气集团有限责任公司
邢台	柏乡县金鑫天然气有限公司
邢台	广宗县中燃能源发展有限公司
邢台	临城中燃能源发展有限公司
邢台	临西县川东天然气有限公司
邢台	隆尧县华澳天然气有限公司
邢台	隆尧县华燊天然气销售有限公司
邢台	南宫中燃能源发展有限公司
邢台	南和县华澳天然气有限公司
邢台	南和县中燃能源发展有限公司
邢台	宁晋县中燃能源发展有限公司
邢台	任县中燃能源发展有限公司
邢台	沙河市中燃能源发展有限公司
邢台	邢台中燃能源发展有限公司
邢台	邢台中燃能源发展有限公司威县分公司
邢台	邢台中燃能源发展有限公司邢台县分公司
邢台	邢台中燃能源管理有限公司
邢台	临城国源燃气有限公司
邢台	邢台新奥能源发展有限公司
保定	保定市恒燃燃气有限公司
保定	安国市华港燃气有限公司（卡表）
保定	安国市华港燃气有限公司（普表）
保定	安新泰达燃气有限公司
保定	河北省天然气涞源分公公司（卡表）
保定	河北省天然气涞源分公公司（普表）
保定	涿州滨海燃气有限公司
保定	清苑滨海燃气有限公司
保定	蠡县建投天然气有限公司（卡表）
保定	蠡县建投天然气有限公司（普表）
保定	雄县双盛燃气有限公司
保定	雄县民顺燃气有限公司
保定	顺平深燃天然气有限公司
保定	保定中石油昆仑能源有限公司
保定	保定中石油昆仑燃气有限公司
保定	保定中燃保北能源有限公司
保定	保定中燃保南能源有限公司
保定	保定中燃帝华清洁能源有限公司
保定	保定中燃宏洁能源开发有限公司
保定	博野县中燃能源有限公司
保定	定兴县中燃宏洁能源开发有限公司
保定	定州市中燃城市燃气有限公司
保定	定州中燃宏洁能源发展有限公司
保定	高碑店市中燃能源发展有限公司
保定	涞水中燃天然气有限公司
保定	蠡县中燃能源发展有限公司
保定	曲阳中燃燃气发展有限公司
保定	顺平县中燃天然气有限公司
保定	唐县中燃城市燃气发展有限公司
保定	望都中燃城市燃气发展有限公司
保定	保定奥嘉能源有限公司
保定	保定市中奥燃气有限公司
保定	博野县奥德燃气有限公司
保定	安国奥德燃气有限公司
保定	蠡县奥德燃气有限公司
保定	赤城县民乐燃气有限公司
保定	阜平奥德燃气有限公司
保定	雄县新长虹燃气有限公司
保定	定州昆仑新奥能源发展有限公司
张家口	张家口下花园中裕燃气有限责任公司
张家口	张家口中油金鸿天然气有限公司
张家口	张家口宣化金鸿燃气有限公司
张家口	怀来华港燃气
张家口	蔚县中裕燃气有限公司
张家口	怀来中燃翔科燃气有限公司
张家口	康保中燃城市燃气发展有限公司
张家口	沽源奥德燃气有限公司
张家口	怀来新奥燃气有限公司
承德	兴隆县恒安达燃气有限公司
承德	承德县盛德燃气有限公司
承德	承德市兴徳燃气供应有限公司（鹰手营子矿区）
承德	承德市建投天然气公司（卡表）
承德	承德市建投天然气公司（普表）
承德	承德建投天然气滦平分公司（普表）
沧州	吴桥中裕燃气有限公司
沧州	孟村宏道隆缘燃气有限公司
沧州	沧州华润燃气有限公司
沧州	沧州天庆燃气有限公司
沧州	沧州天硕天然气技术开发有限公司
沧州	河北天元天然气销售有限公司
沧州	河北省天然气肃宁分公司（卡表）
沧州	河北省天然气肃宁分公司（普表）
沧州	海兴县兴德燃气有限公司
沧州	泊头中燃能源发展有限公司
沧州	沧州中燃城市燃气发展有限公司
沧州	东光中燃能源发展有限公司
沧州	海兴中燃能源发展有限公司
沧州	河间市中燃能源发展有限公司
沧州	孟村回族自治县中燃能源发展有限公司
沧州	南皮中燃城市燃气发展有限公司
沧州	青县中燃能源发展有限公司
沧州	肃宁县中燃能源发展有限公司
沧州	吴桥中燃能源发展有限公司
沧州	献县川能天然气有限公司
沧州	献县中燃能源发展有限公司
沧州	盐山中燃能源发展有限公司
沧州	沧县奥德燃气有限公司
沧州	沧州金海岸燃气销售有限公司
沧州	沧州金海岸燃气销售有限公司北李庄
沧州	泊头中奥燃气有限公司
沧州	青县奥德燃气有限公司
沧州	献县新奥燃气有限公司
沧州	孟村回族自治县新奥燃气有限公司
沧州	沧州南大港新奥燃气有限公司
廊坊	三河泰达燃气有限公司
廊坊	廊坊市铭顺石油天然气销售有限公司
廊坊	霸州市华盛燃气有限公司
廊坊	廊坊新奥燃气有限公司
廊坊	大城县中燃宏胜能源科技有限公司
廊坊	文安县奥德燃气有限公司
廊坊	文安县奥德燃气有限公司左各庄分公司
廊坊	文安县中燃宏胜能源科技有限公司
廊坊	文安新奥铭顺燃气有限公司
廊坊	文安县昱通燃气有限公司
衡水	冀州滨海燃气有限公司
衡水	故城中裕燃气有限公司
衡水	枣强华润燃气有限公司
衡水	河北省天然气安平分公司（卡表）
衡水	河北省天然气安平分公司（普表）
衡水	深州市建投燃气有限公司（卡表）
衡水	深州市建投燃气有限公司（普表）
衡水	衡水中裕燃气有限公司
衡水	衡水华润燃气有限公司
衡水	衡水建投天然气有限公司（卡表）
衡水	衡水建投天然气有限公司（普表）
衡水	衡水恒洁燃气有限公司
衡水	饶阳县建投天然气有限公司（卡表）
衡水	饶阳县建投天然气有限公司（普表）
衡水	安平宏洁能源发展有限公司
衡水	阜城中燃能源发展有限公司
衡水	衡水中燃宏洁能源发展有限公司
衡水	衡水中燃能源发展有限公司
衡水	景县中燃能源发展有限公司
衡水	深州中燃能源发展有限公司
衡水	武邑中燃能源发展有限公司
衡水	枣强中燃能源发展有限公司
衡水	武强县武希天然气有限公司
太原	古交市国新燃气综合利用有限公司
太原	太原天然气有限公司
太原	娄烦华润燃气有限公司
太原	山西华新科莱天然气有限公司
太原	山西华腾能源科技有限公司
太原	阳曲华润燃气有限公司
太原	山西中燃国新城市燃气有限公司
太原	太原中燃能源发展有限公司
大同	大同华润燃气有限公司
大同	大同华润燃气有限公司大同县分公司
大同	大同华润燃气有限公司天镇县分公司
大同	大同华润燃气有限公司左云县分公司
大同	大同华润燃气有限公司广灵县分公司
大同	大同华润燃气有限公司浑源县分公司
大同	大同华润燃气有限公司灵丘县分公司
大同	大同华润燃气有限公司阳高县分公司
阳泉	山西晋东华润燃气有限公司
阳泉	阳泉华润燃气有限公司
